Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Return on capital employed,EPS last year,Return on equity,Book value,Price to book value,Graham Number,Historical PE 7Years,Current ratio,PEG Ratio,Debt to equity,Altman Z Score,Piotroski score,NPM last year,Sales growth 3Years,EPS,Industry PE,Quick ratio,Debtor days,Number of equity shares,Intrinsic Value,Enterprise Value,Pledged percentage,Promoter holding,Earnings yield,Free cash flow 3years,G Factor,Return on assets
Blue Pebble,,BLUEPEBBLE,Miscellaneous,195.00,15.72,79.56,39.34,12.40,29.40,67.50,2.89,137.24,21.89,3.71,0.20,0.00,7.28,3.00,11.08,102.73,12.40,26.75,3.62,100.00,0.41,613.30,67.11,0.00,73.53,10.09,-4.41,6.00,21.94
Bombay Super Hyb,,BSHSL,Miscellaneous,148.89,61.71,1562.41,23.89,2.12,33.02,8.71,17.10,21.74,52.87,2.21,1.00,0.41,19.84,8.00,8.67,14.51,2.41,18.49,0.87,14.31,10.49,37.14,1599.65,0.00,73.85,1.99,-11.76,5.00,15.06
Bosch,500530,BOSCHLTD,Auto Ancillaries,31655.00,46.15,93362.12,20.61,844.42,15.97,4318.84,7.33,8166.33,39.11,1.81,15.91,0.00,10.73,8.00,11.02,19.84,686.28,26.23,1.45,47.61,2.95,10624.46,90237.82,0.00,70.54,2.91,1364.60,3.00,10.96
Boss Packaging,,BOSS,Engineering,49.10,21.61,21.83,41.38,3.18,30.84,29.55,1.66,46.01,16.59,6.84,,0.03,5.44,3.00,8.30,31.76,3.18,34.05,3.70,78.58,0.44,141.04,17.11,0.00,71.35,8.77,-1.49,6.00,15.50
Brady & Morris,505690,,Engineering,1319.70,31.32,296.93,40.32,37.38,43.29,125.16,10.54,344.45,14.31,2.05,0.98,0.27,13.62,7.00,11.01,26.08,42.13,35.65,1.28,99.05,0.23,724.03,296.75,0.00,73.98,4.53,7.30,3.00,18.57
Bridge Securitie,530249,,Miscellaneous,10.22,31.28,39.73,90.26,0.33,65.13,0.76,13.47,2.36,16.54,2.50,1.06,0.00,16.50,5.00,66.49,-9.88,0.33,26.75,1.68,22.93,3.89,5.04,39.59,0.00,0.00,4.45,-0.49,4.00,35.08
BSE,,BSE,Miscellaneous,7279.00,74.82,98540.45,43.54,97.94,34.09,326.77,22.28,848.59,32.47,1.59,1.17,0.00,17.03,8.00,41.00,56.33,97.94,55.54,1.59,35.19,13.54,1986.58,93356.61,0.00,0.00,1.87,2688.06,6.00,13.31
Bulkcorp,,BULKCORP,Packaging,63.60,13.42,47.79,41.47,6.43,50.39,38.49,1.65,74.63,15.86,4.27,,0.19,5.40,7.00,7.88,12.91,6.43,22.86,2.55,85.96,0.75,156.06,50.53,0.00,72.26,10.63,0.41,6.00,14.24
C D S L,,CDSL,Miscellaneous,1408.80,55.94,29443.92,41.93,25.20,32.65,84.23,16.73,218.52,39.53,3.48,1.48,0.00,24.93,8.00,48.63,25.21,25.20,55.54,3.48,17.82,20.90,821.34,29272.71,0.00,15.00,2.37,743.49,4.00,26.69
C.E. Info System,543425,MAPMYINDIA,Computers - Software - Medium / Small,2100.20,77.65,11429.30,27.72,27.05,20.30,145.30,14.45,297.36,70.32,4.13,1.60,0.04,22.39,5.00,31.86,32.21,27.05,30.87,4.02,104.79,5.44,741.97,11391.78,0.00,51.65,1.83,157.56,5.00,17.01
C2C Advanced,,C2C,Engineering,445.00,59.72,740.53,38.69,10.12,31.40,,,,47.45,8.80,,0.01,17.21,5.00,30.20,236.25,10.12,96.08,8.08,379.58,1.66,,726.24,0.00,41.35,2.40,-44.39,0.00,23.77
Cams Services,543232,CAMS,Miscellaneous,3890.90,43.62,19236.64,57.21,89.22,45.94,209.57,18.57,648.62,44.98,2.84,1.89,0.07,24.87,7.00,33.06,15.59,89.22,55.54,2.84,27.57,4.94,1598.54,19099.81,0.00,0.00,3.11,965.87,5.00,31.99
Canarys,,CANARYS,Computers - Software - Medium / Small,32.00,17.17,179.79,19.74,1.42,17.53,14.52,2.20,23.56,22.34,3.54,,0.11,5.66,3.00,10.65,43.08,1.70,30.87,3.42,315.08,5.62,79.18,167.52,0.01,56.61,9.00,-25.83,5.00,9.66
Caplin Point Lab,524742,CAPLIPOINT,Pharmaceuticals - Indian - Formulations,2010.00,28.49,15278.35,25.85,70.56,21.67,375.01,5.36,771.58,19.00,6.97,1.39,0.00,10.85,5.00,27.93,15.14,70.56,38.92,5.87,119.15,7.60,1441.43,14691.96,0.00,70.56,4.61,491.32,3.00,18.32
Captain Techno.,540652,,Castings & Forgings,250.05,72.13,580.62,29.96,3.47,25.03,17.41,14.37,36.86,50.20,1.59,2.02,0.11,18.17,8.00,9.11,22.23,3.47,28.60,1.08,67.49,2.32,65.08,584.84,0.00,64.69,2.01,8.31,5.00,15.80
CARE Ratings,534804,CARERATING,Miscellaneous,1521.00,33.17,4552.68,24.55,45.85,18.02,269.37,5.65,527.15,20.98,7.08,3.09,0.03,10.62,6.00,34.80,17.56,45.85,36.62,7.08,29.11,2.99,767.64,4479.44,0.00,0.00,4.34,260.68,6.00,15.56
Carysil,524091,CARYSIL,Ceramics - Tiles / Sanitaryware,650.05,30.44,1847.16,17.08,21.59,17.58,174.06,3.73,293.60,25.74,1.50,1.11,0.53,5.36,4.00,8.52,30.21,22.01,30.44,0.94,73.55,2.84,467.62,2004.64,0.00,41.37,5.42,-42.08,1.00,7.48
Castrol India,500870,CASTROLIND,Chemicals,211.30,22.13,20900.16,55.16,9.37,41.83,23.03,9.17,70.35,18.22,2.02,10.34,0.04,13.18,7.00,17.15,8.57,9.55,29.91,1.60,29.78,98.91,124.09,19583.21,0.00,51.00,6.58,2518.69,5.00,26.09
Ceinsys Tech,538734,,Computers - Software - Medium / Small,1548.15,42.70,2700.15,26.15,36.26,19.58,236.15,6.56,438.93,19.21,2.82,1.84,0.12,10.41,5.00,15.13,27.25,36.26,30.87,2.81,221.18,1.74,510.01,2586.95,0.00,51.86,3.56,62.24,4.00,14.00
Cellecor Gadgets,,CELLECOR,Trading,43.00,30.29,936.01,24.20,1.42,25.13,7.17,6.00,15.13,36.77,1.76,,0.77,9.62,2.00,3.01,103.75,1.42,47.36,0.59,14.55,21.77,95.68,1035.15,0.00,49.64,5.16,-176.51,7.00,11.85
Cello World,544012,CELLO,Trading,600.20,39.06,13257.52,36.28,15.60,44.21,90.27,6.65,178.47,55.14,7.14,,0.02,11.82,6.00,17.67,23.99,15.68,28.96,5.14,111.42,22.09,599.33,13228.50,0.00,75.00,3.66,238.13,3.00,20.10
Cenlub Industrie,522251,,Engineering,348.45,19.30,162.48,22.47,19.24,17.39,129.28,2.70,229.18,9.37,1.53,1.30,0.05,6.05,8.00,12.54,20.42,18.06,35.65,0.96,48.69,0.47,203.67,162.04,0.00,51.26,7.58,24.20,5.00,12.78
CFF Fluid,543920,,Engineering,555.25,45.34,1081.30,22.10,12.25,17.42,75.91,7.31,144.63,56.44,3.49,0.59,0.14,11.83,4.00,16.38,45.77,12.25,96.08,2.19,149.60,1.95,472.06,1099.82,0.00,73.30,3.20,-80.48,5.00,13.24
CG Power & Ind,500093,CGPOWER,Electric Equipment,696.45,109.44,106487.51,38.09,6.37,28.36,25.14,27.70,60.05,73.84,1.68,3.23,0.01,25.98,4.00,9.82,21.80,6.37,44.87,1.32,74.01,152.90,165.31,105269.36,0.00,58.06,1.29,1558.26,3.00,14.92
Chamanlal Setia,530307,CLSEL,Food - Processing - Indian,354.25,18.04,1832.66,20.25,22.35,17.43,130.56,2.71,240.17,8.47,4.75,0.65,0.07,7.50,3.00,8.50,16.77,19.64,31.16,3.58,53.75,5.17,276.57,1680.54,0.00,74.05,8.61,-123.14,3.00,12.72
Chemtech Indust.,537326,,Engineering,135.00,37.90,242.15,16.03,2.84,16.82,53.09,2.54,71.05,30.33,8.63,0.49,0.00,6.56,6.00,12.59,31.12,4.23,35.65,7.60,68.74,1.79,90.83,217.62,0.00,38.89,3.93,6.05,3.00,9.95
Choice Intl.,531358,CHOICEIN,Finance & Investments,684.20,87.26,13660.43,21.57,7.84,18.87,51.46,13.30,95.28,31.92,1.58,1.32,0.45,10.00,3.00,17.87,47.23,7.84,21.48,1.56,110.11,19.97,225.84,13632.76,13.84,58.13,2.11,-416.85,6.00,7.36
Cigniti Tech.,534758,CIGNITITEC,Computers - Software - Medium / Small,1560.70,19.33,4275.84,34.15,73.06,26.00,351.59,4.44,760.25,13.69,4.39,1.52,0.03,9.88,7.00,10.98,17.50,73.06,30.87,4.39,74.09,2.74,1326.05,4049.14,0.00,55.16,7.53,415.05,6.00,19.71
Cipla,500087,CIPLA,Pharmaceuticals - Indian - Bulk Drugs & Formln,1499.90,22.99,121137.98,23.30,65.28,18.20,386.24,3.88,753.23,29.58,4.24,0.76,0.01,8.27,6.00,19.13,8.17,65.28,30.75,3.21,72.96,80.76,1050.67,120776.33,0.00,29.20,5.70,8411.10,5.00,15.07
Clara Industries,543435,,Packaging,34.00,22.10,70.29,21.99,2.03,16.87,20.16,1.69,26.40,20.33,9.71,,0.04,4.78,5.00,33.60,,1.54,22.86,7.24,237.19,2.07,50.96,70.71,0.00,50.94,6.63,-31.08,2.00,13.85
Clean Science,543318,CLEAN,Chemicals,1294.20,52.78,13753.11,29.57,22.97,22.05,122.08,10.60,259.54,61.24,4.49,2.63,0.00,17.73,3.00,30.83,15.59,24.52,29.91,3.59,75.50,10.63,774.08,13743.55,0.00,74.97,2.57,94.30,3.00,19.15
CMS Info Systems,543441,CMSINFO,Miscellaneous,479.75,21.37,7828.71,26.95,21.33,19.35,128.82,3.72,255.24,19.24,3.04,0.73,0.09,7.38,5.00,14.99,20.14,22.48,26.75,2.90,116.00,16.32,550.24,7771.14,0.00,0.00,6.56,522.44,4.00,14.26
Coforge,532541,COFORGE,Computers - Software - Medium / Small,8426.00,67.42,56352.12,20.66,121.43,16.71,953.84,8.83,1614.32,34.10,1.74,4.96,0.17,9.55,5.00,8.00,23.28,121.43,30.87,1.74,78.06,6.69,3825.36,56539.32,0.00,0.00,2.53,2120.30,4.00,10.39
Concord Biotech,543960,CONCORDBIO,Pharmaceuticals - Indian - Bulk Drugs & Formln,1498.90,47.77,15680.92,27.87,29.13,20.89,152.04,9.86,327.62,55.68,6.60,2.36,0.00,17.47,8.00,28.93,18.13,31.38,30.75,4.83,125.48,10.46,674.61,15675.89,0.00,44.08,2.82,332.94,2.00,18.31
Concord Control,543619,,Electric Equipment,1286.95,35.80,810.84,36.78,35.95,27.39,189.16,6.80,391.16,43.84,6.44,0.42,0.00,13.15,4.00,18.20,57.76,35.95,44.87,3.92,110.33,0.63,1661.95,796.27,0.00,67.06,3.89,8.03,5.00,23.09
Constronics,523844,,Trading,56.28,25.55,70.51,20.83,1.00,118.03,22.93,2.45,36.48,55.59,2.11,0.24,0.00,5.71,6.00,93.51,-20.46,2.58,28.96,1.13,28.44,1.25,22.73,70.26,0.00,10.63,5.19,-0.07,5.00,18.92
Contil India,531067,,Trading,31.03,18.83,48.01,23.76,0.91,16.67,6.58,4.72,15.61,21.70,4.29,0.47,0.00,11.17,4.00,4.99,26.14,1.65,28.96,3.99,100.43,1.55,22.98,47.49,0.00,41.58,7.45,-0.60,4.00,13.65
Control Print,522295,CONTROLPR,Computers - Hardware,628.40,21.96,1005.08,23.60,34.08,17.35,222.09,2.83,381.64,16.99,3.66,1.40,0.02,6.55,4.00,15.16,20.82,29.15,27.65,2.10,82.34,1.60,668.41,993.66,0.00,52.98,6.89,74.85,5.00,13.48
Coromandel Inter,506395,COROMANDEL,Fertilizers,2450.90,40.26,72212.42,24.09,70.14,17.49,376.32,6.51,770.62,17.37,1.89,3.69,0.07,9.06,4.00,7.45,8.02,70.14,19.07,1.21,43.69,29.46,1187.38,69454.46,0.00,56.96,3.81,2962.21,5.00,10.32
Creative Graphic,,CGRAPHICS,Engineering,159.05,30.37,386.27,28.22,6.04,39.61,38.92,4.09,71.05,25.64,1.86,,0.76,5.89,4.00,8.22,40.37,5.76,34.05,1.48,100.88,2.43,257.72,451.01,0.00,68.08,4.92,-11.80,4.00,12.59
Creative Newtech,,CREATIVE,Trading,745.30,19.81,1051.89,21.13,37.63,20.84,208.32,3.58,419.98,23.10,2.36,0.42,0.24,8.55,5.00,2.99,23.29,37.63,47.34,1.88,48.91,1.41,890.13,1068.46,0.00,56.60,6.71,-31.63,5.00,11.89
Credo Brands,544058,MUFTI,Trading,137.93,14.63,900.83,19.38,9.17,19.12,57.75,2.39,111.02,15.47,2.76,0.52,0.65,4.33,2.00,10.50,24.58,9.49,47.36,2.01,136.53,6.53,161.85,1144.95,0.00,55.06,9.44,124.15,5.00,9.27
Cropster Agro,523105,,Trading,20.36,117.30,1710.24,38.28,0.14,36.70,1.20,16.94,2.24,110.12,50.13,0.57,0.00,31.92,5.00,17.53,,0.19,28.96,49.08,190.47,84.00,,1709.45,0.00,0.00,0.87,-36.02,2.00,33.52
Cummins India,500480,CUMMINSIND,Engines,3035.60,43.24,84146.83,35.23,59.91,28.11,233.65,12.99,607.49,37.34,3.01,2.39,0.00,18.84,8.00,18.09,27.43,70.20,30.06,2.46,84.65,27.72,1068.59,82530.19,0.00,51.00,3.07,2433.57,4.00,20.25
Cybertech Sys.,532173,CYBERTECH,Computers - Software - Medium / Small,158.15,14.09,492.33,19.58,11.22,15.01,79.56,1.99,141.72,18.16,5.09,0.64,0.03,5.83,8.00,14.81,19.32,11.22,30.87,5.09,32.04,3.11,244.28,416.10,0.00,36.43,11.29,96.67,6.00,12.20
D-Link India,533146,DLINKINDIA,Trading,498.85,16.99,1771.16,30.45,29.36,22.90,133.92,3.72,297.46,13.39,2.59,0.63,0.01,7.84,7.00,7.53,14.65,29.36,28.96,2.30,96.50,3.55,475.56,1694.50,0.00,51.02,8.29,214.47,5.00,14.45
D.P. Abhushan,544161,DPABHUSHAN,Diamond Cutting / Jewellery,1554.00,31.25,3521.43,33.61,49.73,35.06,178.34,8.71,446.73,18.60,1.84,0.67,0.42,12.74,6.00,3.40,24.20,49.73,33.21,0.09,0.24,2.27,1346.86,3667.07,0.00,74.99,4.51,11.70,6.00,16.40
Dam Capital Advi,544316,DAMCAPITAL,Finance & Investments,222.55,15.18,1573.12,64.79,14.66,49.23,36.93,6.03,110.38,15.05,2.24,0.22,0.01,9.50,5.00,41.77,38.07,14.66,21.48,2.24,37.76,7.07,370.20,1333.73,0.00,40.00,10.44,159.18,5.00,33.98
Danish Power,,DANISH,Electric Equipment,973.65,32.86,1917.27,40.51,29.63,28.96,162.89,5.98,329.52,33.72,3.64,0.33,0.01,10.83,5.00,13.73,42.09,29.63,44.87,2.66,80.77,1.97,898.80,1796.45,0.00,73.55,4.70,-11.09,3.00,20.25
Danlaw Tech.,532329,,Electronics - Components,1068.05,27.35,520.21,40.21,45.64,47.46,135.20,7.90,344.65,41.82,2.37,0.20,0.56,9.06,9.00,10.54,96.49,39.05,50.12,1.48,60.27,0.49,544.73,531.34,0.00,61.88,5.29,12.91,3.00,18.36
Davin Sons Reta,544331,,Trading,20.17,6.48,10.62,54.59,4.47,49.32,,,,5.29,2.45,,0.31,5.35,3.00,12.25,,4.47,28.96,1.69,112.31,0.53,,11.49,0.00,63.18,19.41,-1.80,3.00,24.50
DCG Cables,,DCG,Cables - Power,74.60,15.08,135.40,36.75,6.73,45.43,41.78,1.79,73.90,18.97,3.02,,0.31,5.20,5.00,8.85,90.52,5.81,31.11,1.94,176.40,1.81,279.47,155.72,0.00,72.45,8.75,-29.48,3.00,15.01
DDev Plastiks,543547,DDEVPLSTIK,Chemicals,276.30,15.41,2859.06,33.84,17.93,24.82,80.67,3.43,180.38,15.47,3.01,,0.06,8.65,5.00,7.13,5.34,17.93,29.91,2.16,65.39,10.35,270.80,2862.36,0.00,75.00,9.50,290.08,5.00,17.26
Deepak,544036,,Dyes And Pigments,107.10,13.33,116.35,29.44,6.10,22.72,44.23,2.42,89.42,15.41,2.58,,0.05,5.78,4.00,13.21,19.69,8.04,29.30,2.24,110.18,1.09,165.18,101.12,0.00,73.05,11.55,-1.20,4.00,17.70
Deepak Nitrite,506401,DEEPAKNTR,Chemicals,2110.90,41.69,28791.21,21.65,59.45,16.38,373.06,5.66,678.79,31.35,3.80,1.27,0.17,9.62,6.00,9.47,20.78,54.89,29.91,2.71,61.69,13.64,1513.38,29187.37,0.00,49.28,3.31,1037.29,2.00,12.97
Denta Water,544345,DENTA,Construction,306.55,13.70,818.49,60.48,31.11,44.44,,,,9.58,3.20,,0.01,9.97,4.00,25.03,95.22,31.11,20.84,2.84,38.95,2.67,,756.39,0.00,71.91,10.83,50.72,6.00,34.82
Desco Infra.,544387,,Construction,248.20,21.03,190.52,30.74,11.80,25.56,,,,1.89,3.96,,0.19,6.91,6.00,15.24,44.31,11.80,20.84,3.82,81.96,0.77,,170.82,0.00,58.12,7.77,-15.93,5.00,17.04
Dhabriya Poly.,538715,,Plastics Products,328.45,21.28,355.52,18.87,13.01,18.64,84.24,3.90,171.05,18.29,1.51,1.04,0.54,6.22,8.00,6.66,25.76,15.44,26.80,0.68,41.48,1.08,271.37,399.13,0.00,67.75,7.06,15.16,4.00,9.09
Dhanalaxmi Roto,521216,,Trading,94.25,8.74,73.52,38.40,16.76,28.43,65.78,1.43,126.33,5.49,2.69,0.21,0.11,6.12,8.00,6.17,39.23,10.78,28.96,2.63,51.45,0.78,144.06,46.81,0.00,47.64,25.14,26.28,6.00,17.19
Dhanlaxmi Crop,,DHANLAXMI,Miscellaneous,59.00,20.72,96.34,42.77,5.17,33.79,,,,11.58,1.91,,0.32,5.96,6.00,7.30,,5.17,18.49,1.31,51.22,1.63,,103.80,0.00,73.76,6.42,7.93,2.00,16.91
Dhanuka Agritech,507717,DHANUKA,Pesticides / Agrochemicals - Indian,1613.00,24.76,7351.78,28.79,65.15,22.34,307.76,5.24,671.69,17.65,3.29,1.54,0.05,10.05,6.00,14.59,11.26,65.15,29.96,2.15,82.35,4.56,1299.41,7424.63,0.00,70.32,5.35,156.20,5.00,17.58
Dhariwalcorp,,DHARIWAL,Trading,154.50,30.67,138.30,50.25,6.86,80.11,37.69,4.10,76.25,18.95,2.21,,0.28,9.82,6.00,1.97,,6.86,28.96,1.33,12.33,0.90,172.38,147.72,0.00,73.67,4.46,-1.71,2.00,22.03
Dhatre Udyog,540080,,Steel - Medium / Small,8.60,18.74,93.70,22.97,1.03,16.64,6.45,1.33,8.16,15.19,10.29,0.51,0.00,6.97,7.00,5.27,38.66,0.46,24.59,9.82,63.18,10.90,4.87,93.05,0.00,64.23,7.31,18.44,3.00,15.65
Diffusion Eng,544264,DIFFNKG,Electrodes - Welding Equipment,285.86,29.79,1069.87,21.81,9.59,18.83,75.00,3.81,127.25,27.23,2.63,1.13,0.18,7.45,4.00,10.75,17.89,9.59,29.79,1.87,72.58,3.74,233.14,1026.58,0.00,69.70,4.79,-12.61,5.00,13.08
Digikore Studios,,DIGIKORE,Entertainment / Electronic Media Software,199.50,19.93,126.34,43.98,15.06,38.78,71.91,2.77,127.27,27.22,2.23,0.22,0.55,4.95,4.00,20.86,109.49,10.01,35.34,2.23,200.52,0.63,375.49,151.06,38.52,66.62,6.65,-24.81,3.00,24.50
Disa India,500068,,Engineering,14465.00,41.43,2103.51,25.81,285.66,19.14,1730.16,8.36,3653.41,32.80,2.08,4.47,0.01,10.59,8.00,13.59,21.60,342.87,35.65,1.58,33.27,0.15,3671.23,1885.16,0.00,74.82,3.68,75.76,6.00,11.42
Divine Power,,DPEL,Mining / Minerals / Metals,135.30,45.67,290.45,17.94,4.06,28.31,24.13,5.61,46.96,33.19,1.74,,0.97,8.01,5.00,2.86,24.06,4.06,33.39,0.68,34.40,2.15,76.64,337.15,0.00,73.50,4.00,-5.06,5.00,7.88
DJ Mediaprint,543193,DJML,Miscellaneous,114.21,64.05,465.03,18.96,1.55,16.22,11.02,10.36,23.54,51.47,2.03,1.69,0.55,14.52,6.00,8.84,32.25,2.23,24.35,1.74,114.99,4.07,35.30,484.07,0.00,56.36,2.41,-12.44,6.00,9.41
DMR Hydroengg.,543410,,Miscellaneous,120.50,26.12,48.07,25.19,4.61,18.60,30.26,3.98,56.04,38.66,3.47,,0.03,7.89,5.00,17.12,,4.61,26.75,3.47,177.27,0.40,202.98,46.50,0.00,69.09,5.70,1.95,4.00,15.78
Dodla Dairy,543306,DODLA,Food - Processing - Indian,1127.20,28.48,6800.15,22.08,28.03,15.48,213.75,5.27,437.75,29.11,3.03,1.31,0.04,10.91,6.00,5.23,17.15,39.84,31.16,2.25,1.23,6.03,721.54,6692.45,0.00,59.69,4.98,52.07,5.00,11.97
Dolfin Rubbers,542013,,Tyres,205.00,40.47,205.61,19.07,4.74,17.94,31.08,6.60,59.51,33.25,2.05,2.01,0.37,9.11,7.00,3.77,15.16,5.06,30.50,1.09,44.55,1.00,68.01,216.09,0.00,36.78,3.69,-2.09,4.00,7.87
Doms Industries,544045,DOMS,Printing & Stationery,2848.20,86.83,17284.94,30.67,25.23,26.58,148.53,19.18,331.09,77.96,2.46,,0.23,23.19,6.00,10.38,56.02,32.80,21.94,1.61,15.35,6.07,674.77,17191.42,0.00,70.39,1.73,83.55,6.00,17.44
Dr Lal Pathlabs,539524,LALPATHLAB,Healthcare,2799.60,48.04,23402.34,28.78,58.27,24.22,259.92,10.77,583.76,63.48,3.39,2.89,0.07,17.04,8.00,20.00,5.65,58.27,48.04,3.30,13.06,8.36,896.14,22721.04,0.00,53.91,2.85,1406.34,4.00,19.04
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals - Indian - Bulk Drugs & Formln,1230.70,18.16,102696.42,23.13,67.77,18.30,402.05,3.06,782.98,24.36,1.92,0.80,0.14,5.85,2.00,17.54,14.86,67.77,30.75,1.37,101.10,83.45,1210.98,104912.82,0.00,26.64,7.59,7244.80,6.00,12.98
Dreamfolks Servi,543591,DREAMFOLKS,Miscellaneous,282.54,22.10,1505.09,46.02,13.01,34.92,49.72,5.68,120.14,36.70,2.05,0.63,0.19,9.13,5.00,6.05,120.67,12.90,26.75,2.05,85.22,5.33,516.88,1502.14,0.00,65.72,6.35,52.66,4.00,18.51
Drone Destinatio,,DRONE,Miscellaneous,126.85,40.14,309.51,23.28,2.91,17.90,27.09,4.68,43.98,39.97,4.65,,0.20,8.70,4.00,22.28,333.72,3.17,34.32,3.59,217.94,2.44,170.90,306.07,0.00,61.03,3.57,-34.40,4.00,14.23
DSJ Keep Learn,526677,KEEPLEARN,Miscellaneous,3.90,138.02,60.73,22.97,0.02,220.69,0.45,8.69,0.53,120.58,2.81,4.73,0.07,13.30,6.00,5.06,227.45,0.03,34.32,2.81,125.90,15.57,0.62,59.23,0.00,56.91,1.27,-0.32,4.00,6.45
Dynacons Sys.,532365,DSSL,Computers - Software - Medium / Small,1133.70,21.05,1442.67,44.24,42.44,41.17,151.74,7.47,429.03,14.47,1.58,0.32,0.35,7.98,6.00,5.27,32.95,53.91,30.87,1.48,143.06,1.27,1138.29,1442.69,0.00,60.95,6.99,27.22,6.00,10.91
Dynamic Cables,540795,DYCL,Cables - Power,832.20,31.11,2016.36,26.36,26.75,22.05,154.31,5.39,304.77,11.49,2.37,1.07,0.16,9.36,7.00,6.32,22.08,26.75,31.11,1.65,84.28,2.42,560.58,2043.36,0.00,68.18,4.94,26.17,5.00,11.92
E Factor Experie,,EFACTOR,Miscellaneous,214.70,18.88,281.00,58.40,11.74,49.60,37.94,5.66,98.51,19.56,2.31,0.20,0.16,9.76,7.00,10.34,187.99,11.37,26.75,2.31,123.12,1.31,294.36,271.28,0.00,69.77,7.58,4.85,4.00,19.86
Easy Trip Plann.,543272,EASEMYTRIP,Travel Agencies,11.92,28.29,4224.54,40.13,0.29,29.31,1.88,6.35,3.01,58.67,2.67,,0.06,9.00,4.00,24.26,62.16,0.22,58.93,2.66,143.72,354.41,11.36,4105.29,10.38,47.30,4.65,-11.04,3.00,18.11
eClerx Services,532927,ECLERX,Computers - Software - Medium / Small,3301.80,29.92,16187.19,29.08,110.37,23.77,470.32,7.02,1080.72,17.47,4.56,1.43,0.16,11.74,5.00,16.08,15.93,110.37,30.87,4.56,53.72,4.90,2133.68,15806.19,0.00,53.81,4.77,1403.64,3.00,17.85
Eco Recyc.,530643,,Miscellaneous,648.55,55.45,1251.49,33.44,9.24,27.94,42.28,15.34,105.83,35.58,3.52,0.84,0.10,22.10,6.00,56.91,30.27,11.77,26.75,2.93,57.99,1.93,133.96,1256.23,0.00,73.35,2.34,-9.41,3.00,22.21
Ecoplast,526703,,Packaging,633.30,23.81,218.78,31.98,30.57,24.21,150.70,4.20,322.29,11.80,3.53,0.92,0.02,10.95,9.00,8.06,14.35,30.63,22.86,1.77,34.38,0.35,234.48,217.07,0.00,64.84,5.70,20.27,5.00,18.47
Ecos (India),544239,ECOSMOBLTY,Miscellaneous,222.54,22.25,1335.24,42.86,10.42,38.66,31.82,6.99,84.63,26.37,2.17,,0.11,10.55,5.00,10.34,75.21,10.00,26.75,2.16,47.42,6.00,230.82,1313.09,0.00,67.75,6.34,53.62,6.00,21.49
Edvenswa Enter,517170,,Computers - Software - Medium / Small,44.58,13.04,130.24,23.53,2.62,15.36,32.09,1.39,46.36,21.88,5.26,,0.00,5.22,4.00,8.76,332.76,2.98,30.87,5.26,66.17,2.92,166.59,126.34,0.00,53.14,11.98,-30.39,6.00,12.97
Effwa Infra,,EFFWA,Construction,234.15,26.95,541.99,33.89,8.69,30.46,40.99,5.71,89.51,26.14,2.88,,0.31,9.56,4.00,10.86,21.05,8.69,20.84,2.85,231.87,2.31,240.43,545.63,0.00,73.03,5.46,-32.01,4.00,17.28
Eicher Motors,505200,EICHERMOT,Automobiles - Motorcycles / Mopeds,5509.50,31.90,151050.70,29.77,172.69,24.07,776.78,7.09,1737.28,32.77,1.63,1.52,0.02,11.54,4.00,25.09,22.37,172.69,46.53,1.26,10.63,27.42,2996.45,151245.82,0.00,49.08,3.96,8009.75,6.00,18.83
EIH,500840,EIHOTEL,Hotels,375.20,33.36,23463.66,23.62,10.22,17.62,65.40,5.74,129.21,53.33,2.44,1.11,0.05,9.56,9.00,27.21,72.00,11.34,40.37,2.34,29.07,62.54,164.76,22987.86,0.00,32.85,4.43,984.47,3.00,14.48
EIH Assoc.Hotels,523127,EIHAHOTELS,Hotels,373.70,23.98,2277.19,25.38,15.07,19.01,88.04,4.24,172.80,29.99,4.58,1.29,0.01,8.49,8.00,23.26,27.88,15.07,40.37,4.39,25.42,6.09,222.57,2211.53,0.00,75.00,5.78,194.69,7.00,15.64
Elantas Beck,500123,,Chemicals,9313.60,54.48,7383.53,23.02,176.04,17.45,1093.79,8.52,2051.17,43.99,3.19,2.36,0.00,14.50,5.00,18.64,12.76,170.96,29.91,2.42,61.70,0.79,2777.69,7230.14,0.00,75.00,2.47,125.81,4.00,14.72
Elecon Engg.Co,505700,ELECON,Engineering,663.25,35.85,14883.33,28.54,18.50,23.04,89.07,7.45,192.54,18.64,3.16,1.01,0.09,11.76,5.00,18.64,22.48,18.50,35.65,2.71,100.61,22.44,335.16,14706.12,0.00,59.27,3.74,970.49,5.00,17.11
Eleganz Interior,,ELGNZ,Miscellaneous,148.50,16.20,335.60,25.66,9.16,20.32,67.44,2.20,117.92,16.21,2.24,0.97,0.04,5.95,5.00,5.27,36.67,9.16,26.75,1.32,40.20,2.26,159.03,331.01,0.00,68.98,9.78,-13.18,5.00,10.31
Elgi Equipments,522074,ELGIEQUIP,Compressors / Drilling Equipment,478.55,46.75,15165.68,22.28,9.84,20.62,54.36,8.80,111.89,51.62,2.13,1.91,0.30,12.06,7.00,9.55,18.70,10.24,46.28,1.43,68.41,31.69,102.46,15043.71,0.67,31.19,3.21,399.52,3.00,11.63
